lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
221,Dr. João Lucas Sá,Mendonça,Instagram,Inglês Adulto,35-44,Tarde,Segunda-feira,3,3,1,4982.51,0
222,Isis Barros,Rezende Verde,Google Ads,Inglês Básico,35-44,,Terça-feira,9,1,0,5110.97,0
223,Allana Souza,Novais,Facebook Ads,Inglês Básico,25-34,,Terça-feira,7,2,0,7966.85,0
224,Ana Júlia Ferreira,da Cruz,Evento Presencial,Inglês Básico,18-24,,Quarta-feira,9,2,1,,0
225,Bernardo Vasconcelos,da Mata,Instagram,Inglês Intermediário,35-44,Manhã,Sexta-feira,9,2,0,3830.29,0
226,Ana Cecília Sá,Duarte Verde,Evento Presencial,Inglês Intermediário,25-34,Noite,Terça-feira,4,2,1,5843.91,1
227,Josué Costa,Camargo,Indicação,Inglês Teens,25-34,Noite,Domingo,3,2,1,2672.59,0
228,Eduardo da Costa,Lima da Praia,Google Ads,Inglês Intermediário,25-34,Noite,Segunda-feira,8,3,1,1679.28,0
229,Renan Rios,Correia Alegre,Facebook Ads,Inglês Adulto,55+,Manhã,Quinta-feira,4,3,1,4590.73,0
230,Henrique Martins,Peixoto do Sul,Indicação,Inglês Adulto,35-44,,Sábado,6,2,0,3125.05,0
231,Sra. Maria Eduarda Cavalcante,Cavalcante da Praia,Indicação,Inglês Básico,,Tarde,Sábado,5,5,0,1801.51,0
232,Bruna Vasconcelos,Pinto de Casa Grande,Google Ads,Inglês Adulto,35-44,Manhã,Quinta-feira,12,2,1,4609.23,0
233,Leonardo Caldeira,Aparecida de da Conceição,Evento Presencial,Inglês Intermediário,25-34,Tarde,Sexta-feira,7,4,1,7689.73,0
234,Amanda das Neves,Rodrigues,Google Ads,Inglês Intermediário,25-34,Manhã,Segunda-feira,14,3,1,1428.19,0
235,Maria Flor Gonçalves,Cassiano de Minas,Evento Presencial,Inglês Básico,25-34,Manhã,Segunda-feira,5,2,0,6141.33,1
236,Srta. Ana Vitória Pastor,Sousa,Tráfego Orgânico,Inglês Teens,25-34,Noite,Quarta-feira,11,3,0,867.08,0
237,Dra. Isabelly Caldeira,da Cruz,Google Ads,Espanhol,35-44,Tarde,Segunda-feira,5,2,0,2808.37,0
238,Sra. Bárbara Vieira,da Paz,Tráfego Orgânico,Inglês Básico,18-24,Noite,Quarta-feira,7,5,1,9631.57,0
239,Ana Cecília Ferreira,Fernandes,Indicação,Inglês Adulto,35-44,,Terça-feira,6,1,1,2921.76,0
240,Mariane Ribeiro,das Neves,Indicação,Inglês Teens,25-34,,Sábado,6,0,1,3677.48,0
241,Sr. Thiago Ramos,Melo de Almeida,Tráfego Orgânico,Inglês Básico,35-44,Tarde,Sábado,10,0,0,5324.61,0
242,Sr. Otto Mendonça,Costela da Prata,Tráfego Orgânico,Inglês Teens,35-44,Noite,Sexta-feira,3,1,0,1361.66,0
243,Pedro Fonseca,Costela,Instagram,Inglês Adulto,35-44,Noite,Sexta-feira,5,1,0,3641.57,0
244,Natália Santos,Novaes do Amparo,Google Ads,Espanhol,35-44,Tarde,Segunda-feira,9,0,0,3625.82,0
245,Pedro Henrique Cavalcanti,Sales,Facebook Ads,Francês,55+,Noite,Segunda-feira,7,1,0,9747.78,0
246,Dra. Júlia Pimenta,Garcia,Tráfego Orgânico,Inglês Básico,25-34,Manhã,Quinta-feira,8,1,1,1773.77,1
247,Rafaela Martins,da Cunha,Facebook Ads,Inglês Intermediário,35-44,Noite,Quinta-feira,9,1,0,2837.48,0
248,Juliana Duarte,Araújo,Google Ads,Inglês Adulto,35-44,Manhã,Quarta-feira,3,3,0,2100.48,0
249,Caio da Mota,Costa Paulista,Instagram,Inglês Básico,,Tarde,Quarta-feira,9,3,1,1981.47,1
250,Isabelly Sá,Martins,Google Ads,Inglês Intermediário,25-34,Manhã,Quarta-feira,6,1,1,6506.71,0
251,Maria Helena Fernandes,Azevedo,Facebook Ads,Francês,25-34,Noite,Terça-feira,9,6,0,3551.68,0
252,Thales Duarte,Ribeiro Paulista,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Terça-feira,5,2,0,,0
253,Ryan Cunha,Caldeira do Sul,Google Ads,Inglês Intermediário,25-34,Noite,Quarta-feira,6,4,1,2632.54,0
254,Dr. Luigi da Mota,Rezende das Flores,Instagram,Inglês Teens,25-34,,Quinta-feira,5,1,1,2567.64,0
255,Kamilly Novais,Garcia,Instagram,Inglês Intermediário,35-44,Tarde,Domingo,6,0,1,,0
256,Valentim Correia,Dias,Facebook Ads,Inglês Intermediário,25-34,,Quinta-feira,8,7,0,1745.98,0
257,Isaque Silveira,Peixoto de Nascimento,Tráfego Orgânico,Francês,45-54,Noite,Sexta-feira,5,4,0,3035.76,0
258,Rebeca Novais,Cirino,Indicação,Inglês Intermediário,25-34,Noite,Sexta-feira,7,1,1,2872.55,1
259,Renan Ramos,Montenegro,Indicação,Inglês Básico,35-44,Manhã,Segunda-feira,8,0,0,2307.06,0
260,Sra. Melissa Vieira,Novais de Silva,Google Ads,Inglês Básico,18-24,Noite,Quinta-feira,7,0,0,3811.56,0
261,Caleb da Rocha,Aparecida,Indicação,Espanhol,25-34,,Quarta-feira,4,3,1,3993.64,1
262,Nathan Sales,Moura,Tráfego Orgânico,Inglês Básico,18-24,Manhã,Quinta-feira,11,1,0,2576.95,0
263,Leandro Ribeiro,Farias do Amparo,Instagram,Inglês Adulto,35-44,Tarde,Segunda-feira,5,3,1,3233.25,0
264,Maria Eduarda Melo,Souza da Serra,Indicação,Inglês Básico,25-34,Manhã,Sábado,12,0,1,11473.11,1
265,Vitória Ferreira,Ferreira,Evento Presencial,Inglês Intermediário,55+,Manhã,Domingo,10,3,0,11234.63,0
266,Luísa Fogaça,Fogaça da Mata,Instagram,Espanhol,25-34,Noite,Segunda-feira,6,1,1,1960.14,0
267,Sra. Júlia das Neves,Montenegro,Instagram,Inglês Adulto,35-44,Tarde,Terça-feira,9,2,0,2116.61,0
268,Igor Campos,Araújo Paulista,Instagram,Francês,25-34,Noite,Terça-feira,3,2,1,1954.42,0
269,Srta. Luara Campos,Alves da Prata,Indicação,Inglês Básico,35-44,Noite,Sexta-feira,9,2,1,6259.76,0
270,Dra. Ester Correia,Câmara Grande,Indicação,Inglês Adulto,25-34,,Quinta-feira,9,5,1,,0
271,Rodrigo da Mota,Gonçalves Grande,Indicação,Espanhol,25-34,Noite,Terça-feira,5,4,0,3993.16,0
272,Dra. Valentina Peixoto,Siqueira,Instagram,Inglês Intermediário,25-34,Noite,Sexta-feira,11,2,1,10497.06,0
273,Carlos Eduardo Correia,Moreira de Goiás,Indicação,Inglês Básico,18-24,Tarde,Quarta-feira,6,3,1,3479.91,1
274,Ian Fonseca,da Costa Verde,Google Ads,Espanhol,18-24,Tarde,Quarta-feira,5,2,1,5161.36,1
275,Kevin Albuquerque,Lima,Facebook Ads,Inglês Intermediário,,Tarde,Quarta-feira,11,1,1,4659.9,0
276,Dra. Carolina da Mota,Pereira Alegre,Instagram,Inglês Adulto,25-34,Noite,Quinta-feira,8,4,0,2532.59,0
277,Benjamim Novaes,Nogueira de Cardoso,Instagram,Francês,,Manhã,Quarta-feira,8,3,1,6267.03,0
278,Davi Lucas Porto,Rezende,Google Ads,Inglês Básico,55+,,Terça-feira,9,4,0,2193.34,0
279,Bella Albuquerque,Pacheco,Tráfego Orgânico,Inglês Intermediário,18-24,Noite,Quarta-feira,3,0,0,7313.32,0
280,Larissa Melo,Carvalho,Tráfego Orgânico,Inglês Básico,,Tarde,Sábado,8,2,1,2533.66,0
281,Maysa Fernandes,Sales do Galho,Indicação,Inglês Intermediário,35-44,Noite,Quarta-feira,5,5,1,2690.91,1
282,Benjamim da Cunha,Lopes,Instagram,Inglês Básico,45-54,Tarde,Sábado,8,2,1,1923.4,0
283,Bruna Azevedo,Rezende,Instagram,Inglês Adulto,35-44,Manhã,Quinta-feira,13,5,0,2105.22,0
284,Rebeca Barbosa,Dias,Instagram,Inglês Básico,25-34,Noite,Sexta-feira,7,0,0,,0
285,Ana Júlia Cassiano,Novais,Google Ads,Inglês Adulto,55+,Tarde,Terça-feira,8,0,0,918.99,0
286,Kevin Barros,Cirino,Google Ads,Inglês Básico,18-24,Manhã,Sexta-feira,3,1,0,3078.46,0
287,Dante Novais,Casa Grande do Sul,Indicação,Inglês Intermediário,55+,Manhã,Terça-feira,7,1,1,2646.87,0
288,Heloisa Vasconcelos,Jesus das Pedras,Instagram,Inglês Intermediário,45-54,Manhã,Segunda-feira,1,4,1,,0
289,Maria Helena Machado,Macedo Paulista,Google Ads,Inglês Teens,45-54,,Segunda-feira,2,4,0,,0
290,Letícia Pastor,Vasconcelos,Indicação,Inglês Intermediário,25-34,Noite,Segunda-feira,7,2,0,,0
291,Lorena Nunes,Caldeira,Tráfego Orgânico,Inglês Intermediário,,Tarde,Domingo,8,2,0,2719.8,0
292,Ana Liz Pimenta,Cirino,Indicação,Espanhol,35-44,Manhã,Domingo,11,2,1,3076.29,0
293,Srta. Giovanna Pires,Teixeira,Evento Presencial,Inglês Adulto,25-34,Tarde,Sexta-feira,3,2,1,7925.13,0
294,João Ribeiro,Pereira Verde,Indicação,Inglês Básico,25-34,Noite,Segunda-feira,6,0,0,2226.64,0
295,Emanuel da Costa,Peixoto,Tráfego Orgânico,Espanhol,45-54,Noite,Sábado,4,1,0,2355.83,1
296,Yuri Barbosa,da Conceição,Evento Presencial,Inglês Intermediário,35-44,Tarde,Sexta-feira,6,2,0,1881.45,0
297,Alexandre Jesus,Fogaça,Evento Presencial,Inglês Básico,25-34,,Terça-feira,8,1,0,1549.05,0
298,Olivia da Rocha,Sales,Tráfego Orgânico,Inglês Intermediário,25-34,,Quarta-feira,3,7,1,4143.81,0
299,Igor da Paz,Carvalho de Montenegro,Tráfego Orgânico,Inglês Básico,18-24,Noite,Quinta-feira,4,3,1,3913.22,0
300,Sra. Mirella Barbosa,Silva de Rezende,Facebook Ads,Inglês Básico,18-24,Manhã,Segunda-feira,14,5,0,,0
301,Isabel da Luz,Cirino das Flores,Tráfego Orgânico,Inglês Teens,18-24,Noite,Quarta-feira,8,0,1,6206.13,0
302,Fernanda Lima,Melo de Carvalho,Indicação,Inglês Básico,45-54,,Sexta-feira,4,2,0,13081.21,0
303,Yago Câmara,Correia,Google Ads,Inglês Teens,35-44,Manhã,Terça-feira,6,3,0,3360.65,0
304,Clarice da Mata,Andrade,Google Ads,Espanhol,25-34,Noite,Quarta-feira,8,1,1,3032.76,0
305,Brayan Araújo,Teixeira do Sul,Tráfego Orgânico,Inglês Adulto,25-34,,Quinta-feira,4,0,0,1711.96,0
306,Leandro Peixoto,Jesus de Goiás,Google Ads,Inglês Teens,35-44,Tarde,Sexta-feira,4,2,0,5133.98,0
307,Dra. Laura Macedo,Sá,Instagram,Inglês Teens,45-54,Noite,Domingo,11,2,1,3735.78,0
308,Ravi Lucca Sales,Azevedo,Facebook Ads,Francês,45-54,Noite,Sábado,9,1,1,5007.61,0
309,Nathan da Mata,Macedo,Instagram,Inglês Intermediário,25-34,,Quinta-feira,4,3,0,1870.57,0
310,Ágatha Monteiro,Sales de Duarte,Indicação,Inglês Básico,45-54,Noite,Quinta-feira,8,1,1,4246.71,0
311,Anna Liz Peixoto,da Cruz de Lima,Google Ads,Inglês Adulto,25-34,Noite,Quinta-feira,7,2,0,3918.16,0
312,Pedro Sousa,Vasconcelos do Norte,Google Ads,Inglês Adulto,25-34,Noite,Quinta-feira,10,1,0,3778.14,0
313,Dr. Apollo Borges,Silveira Alegre,Instagram,Inglês Básico,45-54,Noite,Segunda-feira,11,5,0,2403.6,0
314,Antônio Teixeira,Pimenta Verde,Instagram,Inglês Adulto,25-34,Noite,Sexta-feira,13,3,0,6732.13,0
315,Juliana Oliveira,Moreira,Instagram,Inglês Básico,25-34,Manhã,Sexta-feira,7,2,0,10809.57,1
316,Erick Melo,Machado,Instagram,Espanhol,,Manhã,Quinta-feira,8,1,1,,0
317,Melina da Mota,Aparecida de da Cruz,Instagram,Inglês Básico,,Noite,Sábado,6,1,1,5201.81,0
318,Pedro Henrique Porto,Sousa do Norte,Facebook Ads,Inglês Básico,25-34,Noite,Quinta-feira,8,3,0,718.88,0
319,Ayla Melo,Moreira do Norte,Instagram,Inglês Básico,35-44,Manhã,Quarta-feira,8,2,1,5055.61,1
320,Dr. Lucas Gabriel Duarte,da Rocha,Evento Presencial,Inglês Básico,25-34,Manhã,Segunda-feira,4,4,0,,0
321,Bella Castro,Gonçalves de da Rosa,Evento Presencial,Inglês Básico,25-34,Noite,Segunda-feira,6,2,1,2622.25,0
322,Dr. Thales da Paz,Martins da Serra,Google Ads,Inglês Básico,45-54,,Quarta-feira,5,4,0,1699.95,0
323,Maria Liz Teixeira,da Rocha do Norte,Instagram,Inglês Básico,,Manhã,Quarta-feira,8,2,0,,0
324,Ana Carolina Marques,Martins,Google Ads,Inglês Básico,45-54,Noite,Segunda-feira,9,1,1,5551.67,0
325,Levi da Cunha,Borges de Silveira,Tráfego Orgânico,Inglês Intermediário,25-34,Noite,Terça-feira,9,2,0,1260.16,0
326,Sr. Nathan Moraes,Cirino,Facebook Ads,Inglês Intermediário,35-44,Noite,Terça-feira,5,1,0,2872.12,0
327,Vitor Hugo Martins,Gonçalves,Tráfego Orgânico,Inglês Intermediário,25-34,,Sexta-feira,4,3,0,2639.03,0
328,Ana Júlia Correia,Duarte dos Dourados,Google Ads,Inglês Intermediário,45-54,Tarde,Sexta-feira,4,6,0,8350.65,0
329,Maria Cecília Pinto,Cavalcanti,Facebook Ads,Inglês Básico,,Noite,Quarta-feira,2,2,0,4438.12,0
330,Melina Teixeira,Pastor de Silva,Instagram,Inglês Básico,45-54,Tarde,Terça-feira,6,1,1,,0
331,Gustavo da Mata,Marques,Facebook Ads,Inglês Básico,25-34,Tarde,Segunda-feira,10,3,1,2700.81,0
332,Caroline da Paz,da Cunha,Instagram,Inglês Teens,35-44,Noite,Segunda-feira,2,3,0,8236.87,0
333,Raquel Campos,Sales da Serra,Facebook Ads,Francês,25-34,Noite,Quarta-feira,10,1,0,5184.45,0
334,Isaque Santos,Borges,Tráfego Orgânico,Espanhol,18-24,Noite,Segunda-feira,8,1,1,2112.21,0
335,Leonardo Novaes,Santos,Indicação,Inglês Adulto,,Manhã,Terça-feira,11,2,1,3021.86,0
336,Yuri Jesus,Porto de Fonseca,Facebook Ads,Inglês Adulto,25-34,Noite,Domingo,7,5,1,3075.46,0
337,Henry Gabriel Camargo,Moura,Indicação,Inglês Intermediário,25-34,Noite,Quarta-feira,4,1,0,,1
338,Bárbara Ramos,Siqueira do Galho,Facebook Ads,Inglês Teens,35-44,Noite,Sexta-feira,4,2,1,,0
339,Theo Silva,Garcia,Indicação,Inglês Teens,25-34,Noite,Segunda-feira,2,1,1,2411.07,0
340,Thomas Santos,Aparecida da Serra,Evento Presencial,Inglês Teens,18-24,Tarde,Terça-feira,5,0,0,,0
341,Oliver Mendes,Nunes Grande,Indicação,Espanhol,18-24,Noite,Domingo,10,0,0,2838.1,0
342,Isabelly Marques,Casa Grande,Evento Presencial,Inglês Intermediário,,Noite,Quarta-feira,4,3,0,3306.78,0
343,Clara Gomes,Vargas,Tráfego Orgânico,Inglês Teens,18-24,Noite,Quinta-feira,5,1,1,,0
344,Thomas Souza,Leão,Google Ads,Inglês Teens,35-44,Noite,Domingo,9,1,0,11854.89,0
345,Bernardo da Mota,das Neves dos Dourados,Tráfego Orgânico,Inglês Intermediário,18-24,Noite,Quinta-feira,4,4,1,3517.13,0
346,Manuela Viana,Pires da Serra,Tráfego Orgânico,Espanhol,45-54,Manhã,Terça-feira,9,1,1,,0
347,Juliana Abreu,Cardoso,Evento Presencial,Inglês Básico,25-34,Manhã,Quinta-feira,6,2,0,2518.75,0
348,Kaique Pastor,Abreu,Instagram,Francês,18-24,Noite,Segunda-feira,8,2,1,3034.64,0
349,Rebeca Cassiano,Albuquerque dos Dourados,Google Ads,Inglês Teens,45-54,Noite,Segunda-feira,5,1,1,3524.25,0
350,Zoe Mendes,Monteiro de Nogueira,Indicação,Inglês Básico,25-34,Noite,Segunda-feira,8,4,0,2286.43,0
351,Dr. Yuri Teixeira,Pereira,Facebook Ads,Inglês Adulto,,Manhã,Sábado,6,1,1,3129.01,0
352,Maria Flor Marques,da Costa de Cunha,Instagram,Inglês Básico,55+,Tarde,Quinta-feira,7,2,0,5704.13,0
353,Sr. Isaque Oliveira,Marques de Jesus,Google Ads,Inglês Teens,55+,Noite,Terça-feira,10,2,0,2253.68,0
354,Isabel Vasconcelos,Barros de Peixoto,Google Ads,Inglês Teens,35-44,Noite,Terça-feira,13,2,1,3500.17,0
355,Ana Clara Dias,da Cruz,Google Ads,Inglês Adulto,18-24,Manhã,Sexta-feira,6,1,1,5168.42,0
356,Sra. Maria Helena Gomes,Pinto da Prata,Google Ads,Espanhol,35-44,Noite,Sábado,3,1,0,2224.0,0
357,Clarice Monteiro,Aragão,Tráfego Orgânico,Inglês Básico,55+,Manhã,Terça-feira,7,4,1,6393.24,0
358,Davi Lucas Montenegro,Casa Grande,Tráfego Orgânico,Inglês Básico,55+,,Terça-feira,7,3,1,3643.15,0
359,Luísa Brito,Rezende,Google Ads,Inglês Intermediário,18-24,Manhã,Sábado,11,1,1,3196.15,1
360,Beatriz Moura,Andrade Grande,Google Ads,Inglês Básico,25-34,Manhã,Sábado,6,3,0,1159.84,0
361,Alice Silveira,Rios,Evento Presencial,Inglês Intermediário,25-34,Manhã,Sábado,2,2,0,2849.88,0
362,Nicolas Rezende,Farias de Minas,Indicação,Inglês Básico,18-24,Noite,Terça-feira,13,3,0,4293.66,0
363,Breno Melo,Caldeira,Indicação,Inglês Intermediário,35-44,Noite,Segunda-feira,8,2,1,9140.39,1
364,Lucca Pinto,Cavalcanti da Serra,Indicação,Inglês Intermediário,,Noite,Quarta-feira,5,2,0,,0
365,Sra. Anna Liz Farias,Pimenta Verde,Facebook Ads,Espanhol,25-34,Tarde,Terça-feira,9,3,1,6502.47,0
366,Yasmin Garcia,Marques,Google Ads,Inglês Básico,18-24,Tarde,Sábado,3,3,0,,0
367,Dr. Vitor Hugo Andrade,Andrade de Minas,Tráfego Orgânico,Espanhol,25-34,Tarde,Segunda-feira,5,2,1,3264.19,0
368,Ana Lívia da Costa,Duarte da Praia,Facebook Ads,Inglês Intermediário,18-24,Noite,Quinta-feira,2,3,1,6849.49,0
369,Laura da Conceição,Azevedo das Pedras,Instagram,Inglês Intermediário,25-34,Tarde,Sábado,11,2,1,,0
370,Srta. Maya Brito,da Rocha,Tráfego Orgânico,Inglês Adulto,18-24,Noite,Domingo,11,3,1,5951.45,0
371,Beatriz Macedo,Carvalho de Campos,Tráfego Orgânico,Inglês Intermediário,55+,Noite,Quinta-feira,6,2,1,5238.78,1
372,Kaique Alves,Farias do Galho,Instagram,Inglês Básico,18-24,Noite,Domingo,11,2,0,4070.89,0
373,Luan Vieira,Moura do Oeste,Instagram,Inglês Adulto,25-34,,Segunda-feira,12,4,1,,0
374,Juan Fogaça,Pimenta,Instagram,Inglês Básico,,Tarde,Quarta-feira,7,1,1,2034.6,0
375,Dr. Diogo da Cruz,Caldeira,Instagram,Inglês Intermediário,,Manhã,Segunda-feira,5,1,1,9292.63,0
376,Maria Sophia Nunes,Mendes,Indicação,Inglês Adulto,25-34,Manhã,Domingo,8,2,0,4954.46,0
377,Emilly Cavalcante,Lima Alegre,Evento Presencial,Inglês Intermediário,18-24,Noite,Sábado,7,1,1,4221.13,1
378,Bruno Pimenta,Moura Verde,Google Ads,Inglês Teens,18-24,Tarde,Segunda-feira,8,0,0,2789.03,0
379,Isabella Monteiro,Cardoso Verde,Instagram,Inglês Básico,25-34,Noite,Segunda-feira,5,2,0,3573.67,0
380,Cecília da Conceição,Moreira de Siqueira,Facebook Ads,Francês,35-44,Manhã,Quarta-feira,7,2,0,3831.89,0
381,Jade Marques,Monteiro de Cirino,Google Ads,Inglês Teens,18-24,,Terça-feira,8,1,0,4360.97,0
382,Anthony Martins,Santos,Evento Presencial,Francês,,Noite,Sábado,7,2,0,5241.72,0
383,Yago Castro,Correia do Sul,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Segunda-feira,7,3,0,2275.96,0
384,Pedro Miguel Ferreira,Alves,Google Ads,Inglês Básico,25-34,Noite,Sexta-feira,6,2,1,1562.26,0
385,Letícia Porto,Pires de Vieira,Instagram,Inglês Adulto,25-34,Manhã,Quinta-feira,6,2,0,,0
386,Isis Marques,Sousa,Evento Presencial,Inglês Básico,,Noite,Quarta-feira,5,0,0,1338.83,0
387,Gael Henrique Gomes,Pimenta,Facebook Ads,Inglês Teens,25-34,Noite,Segunda-feira,10,1,1,2929.26,0
388,Bianca da Costa,Jesus do Norte,Evento Presencial,Inglês Adulto,25-34,Noite,Domingo,9,3,1,2645.1,0
389,Maria Alice Oliveira,Ferreira da Prata,Indicação,Inglês Básico,55+,Noite,Quinta-feira,9,1,0,,0
390,Juan Almeida,Albuquerque,Tráfego Orgânico,Espanhol,55+,Tarde,Quarta-feira,2,2,0,,0
391,Maria Laura da Mota,Sales,Facebook Ads,Inglês Básico,55+,Noite,Quarta-feira,6,2,1,,0
392,Benicio Pereira,da Cunha de Minas,Indicação,Inglês Adulto,25-34,Noite,Sábado,6,1,1,12226.0,0
393,Sra. Laura Vasconcelos,da Rosa do Galho,Google Ads,Inglês Teens,18-24,Manhã,Sexta-feira,4,1,1,,0
394,Luiz Gustavo Câmara,Vargas do Sul,Facebook Ads,Inglês Básico,25-34,Manhã,Sexta-feira,5,0,0,4237.86,0
395,Esther Pinto,Rodrigues,Indicação,Inglês Adulto,25-34,Noite,Quinta-feira,12,0,0,1607.38,0
396,Davi Miguel Pires,Fernandes das Flores,Google Ads,Inglês Teens,18-24,Noite,Sábado,6,3,1,6055.96,0
397,Asafe das Neves,Cavalcanti,Tráfego Orgânico,Inglês Básico,18-24,Tarde,Terça-feira,11,2,0,3580.75,1
398,Ana Beatriz Pacheco,Farias,Instagram,Inglês Adulto,25-34,Noite,Sexta-feira,4,2,1,3383.65,0
399,Sr. Caleb da Rocha,Rocha do Amparo,Google Ads,Inglês Básico,25-34,Noite,Quarta-feira,6,3,1,1205.87,0
400,Dr. Erick Costa,Andrade de Ramos,Google Ads,Inglês Adulto,18-24,Tarde,Quinta-feira,4,2,1,3644.98,1
401,Vitor Hugo Fonseca,Mendes,Instagram,Inglês Básico,35-44,Tarde,Domingo,7,1,1,5573.2,1
402,Sarah da Mata,Pires,Evento Presencial,Espanhol,25-34,Noite,Domingo,10,2,1,3073.48,0
403,José Miguel Mendes,Nascimento de Farias,Tráfego Orgânico,Espanhol,45-54,Noite,Quinta-feira,8,5,0,6676.36,0
404,Lucca Camargo,Viana de Jesus,Indicação,Inglês Básico,25-34,Noite,Quinta-feira,11,4,0,6526.4,0
405,Ana Vitória Casa Grande,Moreira,Evento Presencial,Inglês Intermediário,25-34,Tarde,Sábado,2,2,1,2460.0,1
406,Miguel Novais,Nunes Alegre,Tráfego Orgânico,Inglês Adulto,,,Domingo,5,1,1,8415.5,0
407,Sr. Miguel Albuquerque,Costela,Instagram,Inglês Teens,25-34,Noite,Sexta-feira,5,0,0,3588.29,0
408,Vitor Gabriel Campos,Vieira da Praia,Tráfego Orgânico,Inglês Intermediário,,Noite,Segunda-feira,5,2,0,3597.08,0
409,Maria Eduarda Rocha,Cassiano,Indicação,Inglês Básico,18-24,,Terça-feira,9,0,0,3695.82,1
410,Dra. Julia Pacheco,Alves Alegre,Evento Presencial,Inglês Básico,35-44,Noite,Sábado,7,6,1,3636.01,0
411,Maria Fernanda Caldeira,Pires da Prata,Facebook Ads,Francês,25-34,Tarde,Sexta-feira,6,4,0,823.81,0
412,Isabel Melo,Oliveira,Facebook Ads,Inglês Intermediário,18-24,Manhã,Sexta-feira,4,3,0,3160.51,0
413,Luan Pimenta,Cirino do Campo,Indicação,Espanhol,45-54,Noite,Quinta-feira,5,1,0,1653.0,0
414,Benício Porto,Santos Alegre,Tráfego Orgânico,Inglês Intermediário,18-24,Noite,Quarta-feira,12,2,1,8561.26,0
415,Liz Rezende,da Mata,Indicação,Espanhol,35-44,,Quarta-feira,5,5,1,,0
416,Bruna Carvalho,Borges do Amparo,Instagram,Inglês Básico,25-34,Noite,Sexta-feira,6,3,1,5591.96,0
417,Arthur Miguel da Rosa,Freitas,Indicação,Inglês Básico,25-34,Tarde,Terça-feira,8,3,0,3069.78,0
418,Bruna Brito,da Rosa de Cunha,Tráfego Orgânico,Espanhol,25-34,Manhã,Sexta-feira,6,1,1,2010.44,0
419,Vitor Gabriel Carvalho,Cavalcanti do Campo,Instagram,Espanhol,18-24,Tarde,Sexta-feira,3,4,1,2437.79,0
420,Mirella Freitas,Viana do Norte,Evento Presencial,Inglês Intermediário,35-44,Tarde,Sábado,10,0,1,10188.06,0
421,Ágatha Leão,Borges,Facebook Ads,Inglês Intermediário,25-34,Noite,Terça-feira,13,2,0,,0
422,Daniela Leão,Montenegro de Alves,Indicação,Inglês Intermediário,18-24,Noite,Sexta-feira,6,1,0,958.09,1
423,Beatriz Mendonça,Montenegro de Cassiano,Indicação,Inglês Intermediário,25-34,Noite,Segunda-feira,5,3,1,6167.87,0
424,Maria Luísa da Mota,Fernandes,Indicação,Inglês Básico,45-54,Manhã,Segunda-feira,11,0,0,7988.79,1
425,Léo Cunha,Siqueira de Moura,Facebook Ads,Espanhol,35-44,Tarde,Quarta-feira,9,2,1,8717.49,0
426,Melina da Costa,Vasconcelos Alegre,Tráfego Orgânico,Inglês Básico,55+,Manhã,Segunda-feira,4,5,1,,0
427,Sr. Léo Nogueira,Vargas,Instagram,Inglês Teens,35-44,,Domingo,5,1,0,6777.44,0
428,Maria Alice Araújo,Moreira,Tráfego Orgânico,Inglês Básico,,Manhã,Sábado,11,2,0,3603.4,0
429,Kamilly Correia,Costela,Indicação,Inglês Básico,25-34,,Segunda-feira,8,4,1,1117.17,0
430,Rafael Borges,Marques,Tráfego Orgânico,Inglês Adulto,45-54,Noite,Sábado,3,2,1,3554.08,0
431,Hadassa Ramos,Silva do Galho,Evento Presencial,Inglês Intermediário,25-34,Noite,Quarta-feira,5,2,0,4926.5,0
432,Alícia Aragão,Abreu,Tráfego Orgânico,Inglês Adulto,25-34,Tarde,Sexta-feira,10,0,0,3249.06,0
433,Sr. Davi Lucas Viana,Aparecida de Minas,Facebook Ads,Inglês Básico,35-44,,Sábado,11,5,0,,0
434,Gabrielly Azevedo,Martins do Norte,Tráfego Orgânico,Espanhol,25-34,Noite,Quinta-feira,10,2,0,2059.57,0
435,Giovanna Pastor,Moreira,Indicação,Inglês Teens,18-24,Tarde,Segunda-feira,8,0,1,2017.39,0
436,Igor Farias,Almeida Verde,Instagram,Espanhol,25-34,Manhã,Segunda-feira,7,5,0,9619.04,0
437,Alexandre da Mota,Porto do Oeste,Indicação,Inglês Básico,25-34,Noite,Quarta-feira,11,4,0,9812.46,1
438,Davi Lucca Nogueira,Costa do Oeste,Google Ads,Inglês Intermediário,45-54,Tarde,Domingo,5,1,1,3494.91,0
439,Erick Camargo,da Mota da Prata,Facebook Ads,Inglês Intermediário,25-34,Tarde,Quinta-feira,9,3,0,4086.14,0
440,Amanda Cardoso,Vargas dos Dourados,Facebook Ads,Inglês Adulto,45-54,Manhã,Quarta-feira,10,3,0,2040.7,0
